292.00	10.46
293.00	10.17
294.00	9.88
295.00	9.60
296.00	9.31
297.00	9.03
298.00	8.76
299.00	8.48
300.00	8.22
301.00	7.94
302.00	7.69
303.00	7.42
304.00	7.16
305.00	6.92
306.00	6.67
307.00	6.42
308.00	6.19
309.00	5.95
310.00	5.72
311.00	5.50
312.00	5.28
313.00	5.06
314.00	4.85
315.00	4.64
316.00	4.43
317.00	4.22
318.00	4.02
319.00	3.83
320.00	3.64
321.00	3.46
322.00	3.27
323.00	3.10
324.00	2.93
325.00	2.76
326.00	2.59
327.00	2.44
328.00	2.28
329.00	2.14
330.00	2.00
331.00	1.86
332.00	1.73
333.00	1.61
334.00	1.48
335.00	1.36
336.00	1.25
337.00	1.14
338.00	1.03
339.00	0.93
340.00	0.84
341.00	0.75
342.00	0.67
343.00	0.59
344.00	0.51
345.00	0.44
346.00	0.37
347.00	0.31
348.00	0.26
349.00	0.21
350.00	0.16
351.00	0.12
352.00	0.10
353.00	0.07
354.00	0.04
355.00	0.02
356.00	0.01
357.00	0.00
358.00	0.00
359.00	0.00
